User_1,Mentions,Conative,User_2
ronaldopatriotabrasil,ABC7NY,"('optimism', 'faith')",dr.renatoneri
ronaldopatriotabrasil,ABC7NY,"('faith', 'sure')",dr.renatoneri
ronaldopatriotabrasil,ABC7NY,"('sure', 'important')",dr.renatoneri
alziriodettmer,abc7ny,"('important', 'information')",dr.renatoneri
ronaldopatriotabrasil,ABC7NY,"('information', 'live')",dr.renatoneri
gisellecolete,abc7ny,"('live', 'pass')",dr.renatoneri
fabio_heat_rj,abc7ny,"('pass', 'ahead')",dr.renatoneri
adribertoo,abc7ny,"('yet', 'watch')",dr.renatoneri
adribertoo,abc7ny,"('watch', 'lets')",dr.renatoneri
adribertoo,abc7ny,"('lets', 'go')",dr.renatoneri
adribertoo,abc7ny,"('th', 'day')",dr.renatoneri
adribertoo,abc7ny,"('day', 'manifestation')",dr.renatoneri
adribertoo,abc7ny,"('manifestation', 'firm')",dr.renatoneri
anaharumi,abc7ny,"('firm', 'belm')",dr.renatoneri
adribertoo,abc7ny,"('th', 'day')",dr.renatoneri
amandamayaroteiro,abc7ny,"('day', 'manifestation')",dr.renatoneri
renatatempo,abc7ny,"('manifestation', 'hs')",dr.renatoneri
anaharumi,abc7ny,"('bisalready', 'ok')",dr.renatoneri
adribertoo,abc7ny,"('ok', 'lets')",dr.renatoneri
adribertoo,abc7ny,"('lets', 'go')",dr.renatoneri
adribertoo,abc7ny,"('go', 'today')",dr.renatoneri
adribertoo,abc7ny,"('today', 'even')",dr.renatoneri
adribertoo,abc7ny,"('even', 'bigger')",dr.renatoneri
adribertoo,abc7ny,"('filed', 'document')",dr.renatoneri
adribertoo,abc7ny,"('document', 'army')",dr.renatoneri
adribertoo,abc7ny,"('army', 'constitutional')",dr.renatoneri
geovaniandradeee,abc7ny,"('constitutional', 'law')",dr.renatoneri
adribertoo,abc7ny,"('law', 'peaceful')",dr.renatoneri
adribertoo,abc7ny,"('peaceful', 'manifestation')",dr.renatoneri
adribertoo,abc7ny,"('manifestation', 'tired')",dr.renatoneri
adribertoo,abc7ny,"('tired', 'catchingthe')",dr.renatoneri
adribertoo,abc7ny,"('catchingthe', 'right')",dr.renatoneri
adribertoo,abc7ny,"('right', 'time')",dr.renatoneri
anaharumi,abc7ny,"('time', 'come')",dr.renatoneri
adribertoo,abc7ny,"('come', 'beatin')",dr.renatoneri
adribertoo,abc7ny,"('beatin', 'justice')",dr.renatoneri
adribertoo,abc7ny,"('justice', 'constitution')",dr.renatoneri
ecosdadireita,abc7ny,"('constitution', 'documentsthis')",dr.renatoneri
adribertoo,abc7ny,"('documentsthis', 'st')",dr.renatoneri
adribertoo,abc7ny,"('st', 'many')",dr.renatoneri
adribertoo,abc7ny,"('many', 'come')",dr.renatoneri
adribertoo,abc7ny,"('come', 'tonight')",dr.renatoneri
pelofuturodanacaobr,abc7ny,"('tonight', 'nd')",dr.renatoneri
adribertoo,abc7ny,"('nd', 'bis')",dr.renatoneri
adribertoo,abc7ny,"('bis', 'lets')",dr.renatoneri
adribertoo,abc7ny,"('lets', 'go')",dr.renatoneri
adribertoo,abc7ny,"('go', 'everything')",dr.renatoneri
adribertoo,abc7ny,"('run', 'lion')",dr.renatoneri
adribertoo,abc7ny,"('lion', 'past')",dr.renatoneri
adribertoo,abc7ny,"('past', 'information')",dr.renatoneri
adribertoo,abc7ny,"('information', 'soon')",dr.renatoneri
kelly_cypriano,abc7ny,"('soon', 'know')",dr.renatoneri
kelly_cypriano,abc7ny,"('know', 'news')",dr.renatoneri
anaharumi,abc7ny,"('news', 'already')",dr.renatoneri
anaharumi,abc7ny,"('already', 'falls')",dr.renatoneri
anaharumi,abc7ny,"('falls', 'storysits')",dr.renatoneri
anaharumi,abc7ny,"('storysits', 'going')",dr.renatoneri
julianeheines25,abc7ny,"('th', 'day')",dr.renatoneri
andersonalexandrebruch,ABC7NY,"('day', 'manifestation')",dr.renatoneri
maedenerdepet,abc7ny,"('manifestation', 'belmpa')",dr.renatoneri
anaharumi,abc7ny,"('belmpa', 'heart')",dr.renatoneri
amadeudaluzjunior,abc7ny,"('heart', 'warm')",dr.renatoneri
anaharumi,abc7ny,"('warm', 'already')",dr.renatoneri
anaharumi,abc7ny,"('already', 'advanced')",dr.renatoneri
anaharumi,abc7ny,"('advanced', 'hope')",dr.renatoneri
rhayalmeida1,abc7ny,"('hope', 'stronger')",dr.renatoneri
anaharumi,abc7ny,"('stronger', 'every')",dr.renatoneri
anaharumi,abc7ny,"('every', 'day')",dr.renatoneri
rachel.avellar,abc7ny,"('day', 'dont')",dr.renatoneri
anaharumi,abc7ny,"('dont', 'fooled')",dr.renatoneri
anaharumi,abc7ny,"('fooled', 'advancing')",dr.renatoneri
mariaelizabethandrade,abc7ny,"('day', 'manifestation')",dr.renatoneri
mariaelizabethandrade,abc7ny,"('manifestation', 'brazil')",dr.renatoneri
antonio_bezerrasoares,abc7ny,"('brazil', 'freedom')",dr.renatoneri
silva.josianefelixda,abc7ny,"('people', 'always')",prefeituradenovaponte
anaharumi,abc7ny,"('always', 'right')",prefeituradenovaponte
antonio_bezerrasoares,abc7ny,"('right', 'time')",prefeituradenovaponte
antonio_bezerrasoares,abc7ny,"('time', 'last')",prefeituradenovaponte
mariaelizabethandrade,abc7ny,"('last', 'week')",prefeituradenovaponte
judsonfilgueira,abc7ny,"('week', 'digital')",prefeituradenovaponte
judsonfilgueira,abc7ny,"('digital', 'clock')",prefeituradenovaponte
duda__werner,abc7ny,"('clock', 'opening')",prefeituradenovaponte
albertoalmeidab,abc7ny,"('opening', 'ceremony')",prefeituradenovaponte
albertoalmeidab,abc7ny,"('ceremony', 'held')",prefeituradenovaponte
gracielepetry,abc7ny,"('held', 'three')",prefeituradenovaponte
albertoalmeidab,abc7ny,"('three', 'powers')",prefeituradenovaponte
albertoalmeidab,abc7ny,"('powers', 'square')",prefeituradenovaponte
albertoalmeidab,abc7ny,"('square', 'realization')",prefeituradenovaponte
mariaelizabethandrade,abc7ny,"('realization', 'result')",prefeituradenovaponte
mariaelizabethandrade,abc7ny,"('result', 'partnership')",prefeituradenovaponte
julicriadoradeconteudos,abc7ny,"('partnership', 'sicoob')",prefeituradenovaponte
anaharumi,abc7ny,"('sicoob', 'crediara')",prefeituradenovaponte
mariaelizabethandrade,abc7ny,"('crediara', 'cooperative')",prefeituradenovaponte
anaharumi,abc7ny,"('cooperative', 'nova')",prefeituradenovaponte
anaharumi,abc7ny,"('nova', 'ponte')",prefeituradenovaponte
iwersoncwb,abc7ny,"('ponte', 'city')",prefeituradenovaponte
silva.josianefelixda,abc7ny,"('city', 'hall')",prefeituradenovaponte
antonio_bezerrasoares,abc7ny,"('hall', 'present')",prefeituradenovaponte
anaharumi,abc7ny,"('present', 'inauguration')",prefeituradenovaponte
anaharumi,abc7ny,"('inauguration', 'deputy')",prefeituradenovaponte
anaharumi,abc7ny,"('deputy', 'mayor')",prefeituradenovaponte
gisellecolete,abc7ny,"('mayor', 'dr')",prefeituradenovaponte
celinanantes,abc7ny,"('dr', 'lvia')",prefeituradenovaponte
celinanantes,abc7ny,"('lvia', 'municipal')",prefeituradenovaponte
gleyceanne,abc7ny,"('municipal', 'secretaries')",prefeituradenovaponte
rosangelaaparecidaquilante,abc7ny,"('secretaries', 'representatives')",prefeituradenovaponte
anaharumi,abc7ny,"('representatives', 'sicoob')",prefeituradenovaponte
jalmira_consultoranatura,abc7ny,"('sicoob', 'crediara')",prefeituradenovaponte
wal.paraty,abc7ny,"('crediara', 'cooperative')",prefeituradenovaponte
wal.paraty,abc7ny,"('people', 'always')",lindonnovaponte
gisellecolete,abc7ny,"('always', 'right')",lindonnovaponte
wal.paraty,abc7ny,"('right', 'time')",lindonnovaponte
wal.paraty,abc7ny,"('time', 'last')",lindonnovaponte
wal.paraty,abc7ny,"('last', 'week')",lindonnovaponte
wal.paraty,abc7ny,"('week', 'digital')",lindonnovaponte
wal.paraty,abc7ny,"('digital', 'clock')",lindonnovaponte
vamoflorescer,abc7ny,"('clock', 'opening')",lindonnovaponte
wal.paraty,abc7ny,"('opening', 'ceremony')",lindonnovaponte
wal.paraty,abc7ny,"('ceremony', 'held')",lindonnovaponte
wal.paraty,abc7ny,"('held', 'three')",lindonnovaponte
wal.paraty,abc7ny,"('three', 'powers')",lindonnovaponte
renatasribeiro12,abc7ny,"('powers', 'square')",lindonnovaponte
reginaevaristopontes22,abc7ny,"('square', 'realization')",lindonnovaponte
forcademocraticarn,abc7ny,"('realization', 'result')",lindonnovaponte
albertoalmeidab,abc7ny,"('result', 'partnership')",lindonnovaponte
walalvesbh,abc7ny,"('partnership', 'sicoob')",lindonnovaponte
albertoalmeidab,abc7ny,"('sicoob', 'crediara')",lindonnovaponte
rosanadecastroantunes,abc7ny,"('crediara', 'cooperative')",lindonnovaponte
albertoalmeidab,abc7ny,"('cooperative', 'nova')",lindonnovaponte
brasilisrj,abc7ny,"('nova', 'ponte')",lindonnovaponte
albertoalmeidab,abc7ny,"('ponte', 'city')",lindonnovaponte
vempraruasc,abc7ny,"('city', 'hall')",lindonnovaponte
vempraruasc,abc7ny,"('hall', 'present')",lindonnovaponte
rosanadecastroantunes,abc7ny,"('present', 'inauguration')",lindonnovaponte
brasilisrj,abc7ny,"('inauguration', 'deputy')",lindonnovaponte
angela.lucchesi.37,abc7ny,"('deputy', 'mayor')",lindonnovaponte
carlos_ojunior,abc7ny,"('mayor', 'dr')",lindonnovaponte
ivanacapobianco,abc7ny,"('dr', 'lvia')",lindonnovaponte
jackfonsecavip,abc7ny,"('lvia', 'municipal')",lindonnovaponte
tacisiotrc,abc7ny,"('municipal', 'secretaries')",lindonnovaponte
albertoalmeidab,abc7ny,"('secretaries', 'representatives')",lindonnovaponte
karlakinhirin,abc7ny,"('representatives', 'sicoob')",lindonnovaponte
albertoalmeidab,abc7ny,"('sicoob', 'crediara')",lindonnovaponte
albertoalmeidab,abc7ny,"('crediara', 'cooperative')",lindonnovaponte
liberdadeacimade_tudo,abc7ny,"('patriots', 'still')",elisete.a.o
lisiane.cougo,abc7ny,"('still', 'strong')",elisete.a.o
objetofilosofico,abc7ny,"('strong', 'brasilia')",elisete.a.o
brechonacasadafe,abc7ny,"('brasilia', 'df')",elisete.a.o
amandamayaroteiro,abc7ny,"('facts', 'factoids')",cabecadeov0
walalvesbh,abc7ny,"('factoids', 'agree')",cabecadeov0
joao_patriota_santtos_22,abc7ny,"('agree', 'disagree')",cabecadeov0
iwersoncwb,abc7ny,"('disagree', 'doesnt')",cabecadeov0
gisellecolete,abc7ny,"('doesnt', 'change')",cabecadeov0
maikonimp,Abc7ny,"('change', 'factthe')",cabecadeov0
maikonimp,Abc7ny,"('factthe', 'truth')",cabecadeov0
maikonimp,Abc7ny,"('truth', 'unique')",cabecadeov0
maikonimp,Abc7ny,"('unique', 'absolutethanks')",cabecadeov0
mariaelizabethandrade,abc7ny,"('still', 'journalists')",sebastiaoneto3l
maikonimp,Abc7ny,"('journalists', 'cowered')",sebastiaoneto3l
dcarvalho4.1,abc7ny,"('cowered', 'paula')",sebastiaoneto3l
iwersoncwb,abc7ny,"('paula', 'schmitt')",sebastiaoneto3l
mariaelizabethandrade,abc7ny,"('schmitt', 'gettt')",sebastiaoneto3l
gisellecolete,abc7ny,"('gettt', 'speaks')",sebastiaoneto3l
amadeudaluzjunior,abc7ny,"('speaks', 'freedom')",sebastiaoneto3l
amadeudaluzjunior,abc7ny,"('freedom', 'many')",sebastiaoneto3l
amadeudaluzjunior,abc7ny,"('many', 'journalists')",sebastiaoneto3l
reginaevaristopontes22,abc7ny,"('journalists', 'want')",sebastiaoneto3l
brasilisrj,abc7ny,"('want', 'courage')",sebastiaoneto3l
gleyceanne,abc7ny,"('courage', 'say')",sebastiaoneto3l
victorferraz.10,abc7ny,"('stop', 'precipitate')",tora518seahorse
victorferraz.10,abc7ny,"('precipitate', 'back')",tora518seahorse
victorferraz.10,abc7ny,"('back', 'people')",tora518seahorse
victorferraz.10,abc7ny,"('people', 'save')",tora518seahorse
victorferraz.10,abc7ny,"('save', 'nation')",tora518seahorse
victorferraz.10,abc7ny,"('nation', 'general')",tora518seahorse
victorferraz.10,abc7ny,"('general', 'cleaning')",tora518seahorse
victorferraz.10,abc7ny,"('cleaning', 'institutions')",tora518seahorse
victorferraz.10,abc7ny,"('stop', 'precipitate')",tora518seahorse
amadeudaluzjunior,abc7ny,"('precipitate', 'back')",tora518seahorse
bruno_alves_hunter,abc7ny,"('back', 'people')",tora518seahorse
victorferraz.10,abc7ny,"('people', 'save')",tora518seahorse
victorferraz.10,abc7ny,"('save', 'nation')",tora518seahorse
victorferraz.10,abc7ny,"('nation', 'general')",tora518seahorse
ivanalexmp,abc7ny,"('general', 'cleaning')",tora518seahorse
salvador.rafa,abc7ny,"('cleaning', 'institutions')",tora518seahorse
salvador.rafa,abc7ny,"('general', 'cleaning')",tora518seahorse
dejane_azevedoribeiro,abc7ny,"('cleaning', 'institutions')",tora518seahorse
dejane_azevedoribeiro,abc7ny,"('stop', 'precipitate')",tora518seahorse
terapeuta_liandro,abc7ny,"('precipitate', 'back')",tora518seahorse
nina.tanner,abc7ny,"('back', 'people')",tora518seahorse
mdouglasoliver,abc7ny,"('people', 'save')",tora518seahorse
claubah,abc7ny,"('save', 'nation')",tora518seahorse
dirleymiranda_,abc7ny,"('nation', 'general')",tora518seahorse
ivanalexmp,abc7ny,"('general', 'cleaning')",tora518seahorse
amandamayaroteiro,abc7ny,"('cleaning', 'institutions')",tora518seahorse
andreluiz_shekinah,abc7ny,"('booraaa', 'patriots')",tora518seahorse
andreluiz_shekinah,ABC7NY,"('patriots', 'ahead')",tora518seahorse
ivanalexmp,abc7ny,"('ahead', 'barracks')",tora518seahorse
patmarre,abc7ny,"('barracks', 'late')",tora518seahorse
xselminhax,abc7ny,"('late', 'raise')",tora518seahorse
danielalimaverde,abc7ny,"('raise', 'butt')",tora518seahorse
urbanomedeiros,abc7ny,"('butt', 'couch')",tora518seahorse
weblanmidiaoficial,abc7ny,"('couch', 'something')",tora518seahorse
victorferraz.10,abc7ny,"('something', 'children')",tora518seahorse
victorferraz.10,abc7ny,"('children', 'grandchildren')",tora518seahorse
victorferraz.10,abc7ny,"('grandchildren', 'nation')",tora518seahorse
paulogiro347v8,abc7ny*,"('nation', 'use')",tora518seahorse
luis_felipe_gaucho_,abc7ny*,"('use', 'regretting')",tora518seahorse
doracastellano,abc7ny*,"('regretting', 'later')",tora518seahorse
rosana_n_b,abcnews,"('later', 'settle')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('settle', 'four')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('four', 'years')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('years', 'warning')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('warning', 'isdado')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('booraaa', 'patriots')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('patriots', 'ahead')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('ahead', 'barracks')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('barracks', 'late')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('late', 'raise')",tora518seahorse
rheinerj,abcnews,"('raise', 'butt')",tora518seahorse
rheinerj,abcnews,"('butt', 'couch')",tora518seahorse
rheinerj,abcnews,"('couch', 'something')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('something', 'children')",tora518seahorse
ronaldopatriotabrasil,abcnews,"('children', 'grandchildren')",tora518seahorse
gisellecolete,abcnews,"('grandchildren', 'nation')",tora518seahorse
rheinerj,abcnews,"('nation', 'use')",tora518seahorse
rheinerj,abcnews,"('use', 'regretting')",tora518seahorse
rheinerj,abcnews,"('regretting', 'later')",tora518seahorse
rheinerj,abcnews,"('later', 'settle')",tora518seahorse
soumikepatriota,abcnews,"('settle', 'four')",tora518seahorse
rheinerj,abcnews,"('four', 'years')",tora518seahorse
rheinerj,abcnews,"('years', 'warning')",tora518seahorse
rosana_n_b,abcnews,"('warning', 'isdado')",tora518seahorse
rosana_n_b,abcnews,"('stop', 'precipitate')",tora518seahorse
rosana_n_b,abcnews,"('precipitate', 'back')",tora518seahorse
raphaelpw35,abcnews,"('back', 'people')",tora518seahorse
raphaelpw35,abcnews,"('people', 'save')",tora518seahorse
raphaelpw35,abcnews,"('save', 'nation')",tora518seahorse
raphaelpw35,abcnews,"('nation', 'general')",tora518seahorse
rosana_n_b,abcnews,"('general', 'cleaning')",tora518seahorse
rosana_n_b,abcnews,"('cleaning', 'institutions')",tora518seahorse
rosana_n_b,abcnews,"('stop', 'precipitate')",tora518seahorse
rosana_n_b,abcnews,"('precipitate', 'back')",tora518seahorse
rosana_n_b,abcnews,"('back', 'people')",tora518seahorse
raphaelpw35,abcnews,"('people', 'save')",tora518seahorse
leopugioli,abcnews,"('save', 'nation')",tora518seahorse
raphaelpw35,abcnews,"('nation', 'general')",tora518seahorse
raphaelpw35,abcnews,"('general', 'cleaning')",tora518seahorse
renatatempo,abcnews,"('cleaning', 'institutions')",tora518seahorse
renatatempo,abcnews,"('booraaa', 'patriots')",tora518seahorse
renatatempo,abcnews,"('patriots', 'ahead')",tora518seahorse
renatatempo,abcnews,"('ahead', 'barracks')",tora518seahorse
renatatempo,abcnews,"('barracks', 'late')",tora518seahorse
renatatempo,abcnews,"('late', 'raise')",tora518seahorse
renatatempo,abcnews,"('raise', 'butt')",tora518seahorse
renatatempo,abcnews,"('butt', 'couch')",tora518seahorse
rosana_n_b,abcnews,"('couch', 'something')",tora518seahorse
rosana_n_b,abcnews,"('something', 'children')",tora518seahorse
rosana_n_b,abcnews,"('children', 'grandchildren')",tora518seahorse
rosana_n_b,abcnews,"('grandchildren', 'nation')",tora518seahorse
renatatempo,abcnews,"('nation', 'use')",tora518seahorse
_susantosss,abcnews,"('use', 'regretting')",tora518seahorse
rosana_n_b,abcnews,"('regretting', 'later')",tora518seahorse
rosana_n_b,abcnews,"('later', 'settle')",tora518seahorse
rosana_n_b,abcnews,"('settle', 'four')",tora518seahorse
rosana_n_b,abcnews,"('four', 'years')",tora518seahorse
raphaelpw35,abcnews,"('years', 'warning')",tora518seahorse
raphaelpw35,abcnews,"('warning', 'isdado')",tora518seahorse
raphaelpw35,abcnews,"('remember', 'save')",tora518seahorse
raphaelpw35,abcnews,"('save', 'us')",tora518seahorse
raphaelpw35,abcnews,"('us', 'army')",tora518seahorse
amandamayaroteiro,abcnews,"('army', 'focus')",tora518seahorse
raphaelpw35,abcnews,"('focus', 'doors')",tora518seahorse
iwersoncwb,abcnews,"('doors', 'barracks')",tora518seahorse
gisellecolete,abcnews,"('barracks', 'booraaa')",tora518seahorse
celinanantes,abcnews,"('booraaa', 'patriots')",tora518seahorse
celinanantes,abcnews,"('patriots', 'ahead')",tora518seahorse
gisellecolete,abcnews,"('ahead', 'barracks')",tora518seahorse
forcademocraticarn,abcnews,"('barracks', 'late')",tora518seahorse
walalvesbh,abcnews,"('late', 'raise')",tora518seahorse
vlad_frois,abcnews,"('raise', 'butt')",tora518seahorse
carlos_ojunior,abcnews,"('butt', 'couch')",tora518seahorse
lisiane.cougo,abcnews,"('couch', 'something')",tora518seahorse
brechonacasadafe,abcnews,"('something', 'children')",tora518seahorse
walalvesbh,abcnews,"('children', 'grandchildren')",tora518seahorse
iwersoncwb,abcnews,"('grandchildren', 'nation')",tora518seahorse
gisellecolete,abcnews,"('nation', 'use')",tora518seahorse
dcarvalho4.1,abcnews,"('use', 'regretting')",tora518seahorse
su_klein,abcnews,"('regretting', 'later')",tora518seahorse
iwersoncwb,abcnews,"('later', 'settle')",tora518seahorse
zoroastofelix,abcnews,"('settle', 'four')",tora518seahorse
salvador.rafa,abcnews,"('four', 'years')",tora518seahorse
lescott1964,abcnews,"('years', 'warning')",tora518seahorse
salvador.rafa,abcnews,"('warning', 'isdado')",tora518seahorse
lescott1964,abcnews,"('booraaa', 'patriots')",tora518seahorse
lescott1964,abcnews,"('patriots', 'ahead')",tora518seahorse
zoroastofelix,abcnews,"('ahead', 'barracks')",tora518seahorse
patmarre,abcnews,"('barracks', 'late')",tora518seahorse
soumikepatriota,abcnews,"('late', 'raise')",tora518seahorse
prjeomendes,abcnews,"('raise', 'butt')",tora518seahorse
salvador.rafa,abcnewspr,"('butt', 'couch')",tora518seahorse
salvador.rafa,abcnewspr,"('couch', 'something')",tora518seahorse
andersonalexandrebruch,AC360,"('something', 'children')",tora518seahorse
regianearcanjoo,acvmadcta,"('children', 'grandchildren')",tora518seahorse
ripablito18,adalexgois,"('grandchildren', 'nation')",tora518seahorse
ripablito18,adalexgois,"('nation', 'use')",tora518seahorse
adnap.oficial,adnap.oficial,"('use', 'regretting')",tora518seahorse
daianinha150,adv_fabianna,"('regretting', 'later')",tora518seahorse
daianinha150,adv_fabianna,"('later', 'settle')",tora518seahorse
fernando.paessilva.5,advogadosdedireitadobrasil,"('settle', 'four')",tora518seahorse
frsouza40,AeronÃ¡utica,"('four', 'years')",tora518seahorse
dcarvalho4.1,AeronÃ¡utica,"('years', 'warning')",tora518seahorse
amandamayaroteiro,AeronÃ¡utica,"('warning', 'isdado')",tora518seahorse
patmarre,AeronÃ¡utica,"('booraaaa', 'patriots')",tora518seahorse
