User_1,Mentions,Conative,User_2
divirtase.curitiba,abc7ny,"('meansi', 'explain')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('explain', 'voted')",dr.renatoneri.reserva
albertoalmeidab,abc7ny,"('voted', 'clown')",dr.renatoneri.reserva
albertoalmeidab,abc7ny,"('clown', 'deputies')",dr.renatoneri.reserva
reginaevaristopontes22,abc7ny,"('deputies', 'senators')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('senators', 'suckerscongress')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('suckerscongress', 'longer')",dr.renatoneri.reserva
nataschabinsely,abc7ny,"('longer', 'anything')",dr.renatoneri.reserva
reginaevaristopontes22,abc7ny,"('anything', 'judiciary')",dr.renatoneri.reserva
reginaevaristopontes22,abc7ny,"('judiciary', 'stf')",dr.renatoneri.reserva
blog_do_almeida,abc7ny,"('stf', 'vote')",dr.renatoneri.reserva
robinson_patriota,abc7ny,"('vote', 'current')",dr.renatoneri.reserva
albertoalmeidab,abc7ny,"('current', 'legislator')",dr.renatoneri.reserva
blog_do_almeida,abc7ny,"('legislator', 'countrystf')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('countrystf', 'makes')",dr.renatoneri.reserva
celinanantes,abc7ny,"('makes', 'brazilian')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('brazilian', 'clown')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('clown', 'people')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('people', 'chasing')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('chasing', 'president')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('president', 'allies')",dr.renatoneri.reserva
hebert_aragao,abc7ny,"('allies', 'closing')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('closing', 'congress')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('congress', 'question')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('question', 'want')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('want', 'say')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('say', 'debt')",dr.renatoneri.reserva
blog_do_almeida,abc7ny,"('debt', 'stf')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('stf', 'lula')",dr.renatoneri.reserva
claudiagomes3532507,abc7ny,"('lula', 'left')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('left', 'system')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('system', 'hide')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('hide', 'fear')",dr.renatoneri.reserva
divirtase.curitiba,abc7ny,"('ephesians', 'nd')",contareservadr.renato
divirtase.curitiba,abc7ny,"('nd', 'image')",contareservadr.renato
albertoalmeidab,abc7ny,"('image', 'place')",contareservadr.renato
divirtase.curitiba,abc7ny,"('place', 'bible')",contareservadr.renato
claudiagomes3532507,abc7ny,"('bible', 'man')",contareservadr.renato
hugo_mansur,abc7ny,"('man', 'leave')",contareservadr.renato
albertoalmeidab,abc7ny,"('leave', 'god')",contareservadr.renato
mrbrpat,ABC7NY,"('god', 'sick')",contareservadr.renato
divirtase.curitiba,abc7ny,"('sick', 'neither')",contareservadr.renato
divirtase.curitiba,abc7ny,"('neither', 'hot')",contareservadr.renato
divirtase.curitiba,abc7ny,"('hot', 'cold')",contareservadr.renato
divirtase.curitiba,abc7ny,"('cold', 'warm')",contareservadr.renato
grazianoandrade,abc7ny,"('warm', 'wallso')",contareservadr.renato
albertoalmeidab,abc7ny,"('wallso', 'yes')",contareservadr.renato
mrbrpat,ABC7NY,"('yes', 'word')",contareservadr.renato
divirtase.curitiba,abc7ny,"('word', 'ap')",contareservadr.renato
divirtase.curitiba,abc7ny,"('ap', 'congratulations')",contareservadr.renato
rumoa2026,abc7ny,"('congratulations', 'leaders')",contareservadr.renato
waltermelechcocarvalho,abc7ny,"('leaders', 'pastors')",contareservadr.renato
celinanantes,abc7ny,"('pastors', 'positionedsome')",contareservadr.renato
areevanessa,abc7ny,"('positionedsome', 'still')",contareservadr.renato
waltermelechcocarvalho,abc7ny,"('still', 'unknown')",contareservadr.renato
waltermelechcocarvalho,abc7ny,"('unknown', 'earth')",contareservadr.renato
jeffersonalaor,abc7ny,"('earth', 'known')",contareservadr.renato
jeffersonalaor,abc7ny,"('known', 'heaven')",contareservadr.renato
jeffersonalaor,abc7ny,"('saying', 'president')",dr.renatoneri
mrbrpat,ABC7NY,"('president', 'stillare')",dr.renatoneri
reginaevaristopontes22,abc7ny,"('stillare', 'watching')",dr.renatoneri
claudia.gpl,ABC7NY,"('watching', 'globoreallyyou')",dr.renatoneri
blog_do_almeida,abc7ny,"('globoreallyyou', 'discouraged')",dr.renatoneri
meninadedireitaoficial,abc7ny,"('discouraged', 'like')",dr.renatoneri
anapaulagoldbach,abc7ny,"('like', 'look')",dr.renatoneri
vempraruasc,abc7ny,"('look', 'everything')",dr.renatoneri
waltermelechcocarvalho,abc7ny,"('everything', 'happened')",dr.renatoneri
wal.paraty,abc7ny,"('happened', 'since')",dr.renatoneri
albertoalmeidab,abc7ny,"('since', 'shift')",dr.renatoneri
wal.paraty,abc7ny,"('shift', 'look')",dr.renatoneri
wal.paraty,abc7ny,"('look', 'presidents')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('presidents', 'storyeverything')",dr.renatoneri
vall.seabra,abc7ny,"('storyeverything', 'happenedseriously')",dr.renatoneri
albertoalmeidab,abc7ny,"('happenedseriously', 'even')",dr.renatoneri
claudia.gpl,ABC7NY,"('even', 'fled')",dr.renatoneri
rosane_vallier,abc7ny,"('fled', 'fight')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('fight', 'like')",dr.renatoneri
jeffersonalaor,abc7ny,"('like', 'thisits')",dr.renatoneri
jeffersonalaor,abc7ny,"('thisits', 'time')",dr.renatoneri
bethcharello,abc7ny,"('time', 'come')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('come', 'back')",dr.renatoneri
miriansteenhagen,abc7ny,"('back', 'missing')",dr.renatoneri
mrbrpat,ABC7NY,"('missing', 'daysmy')",dr.renatoneri
mrbrpat,ABC7NY,"('daysmy', 'hope')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('hope', 'alivebolsonaro')",dr.renatoneri
antonio_bezerrasoares,abc7ny,"('alivebolsonaro', 'remains')",dr.renatoneri
edersoncleberdesouza,abc7ny,"('remains', 'presidenti')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('presidenti', 'dont')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('dont', 'knowi')",dr.renatoneri
vall.seabra,abc7ny,"('knowi', 'want')",dr.renatoneri
krikasabadini,abc7ny,"('want', 'coursebut')",dr.renatoneri
sergio_brucutu,abc7ny,"('coursebut', 'one')",dr.renatoneri
zazaumatos,abc7ny,"('one', 'thing')",dr.renatoneri
tativieirasaraiva_montanha,abc7ny,"('thing', 'certain')",dr.renatoneri
tay.pellegrini,ABC7NY,"('certain', 'hands')",dr.renatoneri
blog_do_almeida,abc7ny,"('hands', 'bandits')",dr.renatoneri
jeffersonalaor,abc7ny,"('bandits', 'country')",dr.renatoneri
tay.pellegrini,ABC7NY,"('country', 'stay')",dr.renatoneri
liberdadeacimade_tudo,abc7ny,"('stay', 'censoring')",dr.renatoneri
liberdadeacimade_tudo,abc7ny,"('censoring', 'insta')",dr.renatoneri
maedenerdepet,abc7ny,"('insta', 'less')",dr.renatoneri
brasilisrj,abc7ny,"('less', 'smaller')",dr.renatoneri
doceartesacra1,abc7ny,"('smaller', 'reach')",dr.renatoneri
blog_do_almeida,abc7ny,"('reach', 'even')",dr.renatoneri
blog_do_almeida,abc7ny,"('even', 'looking')",dr.renatoneri
nil.silvaoficial,abc7ny,"('looking', 'letters')",dr.renatoneri
nil.silvaoficial,abc7ny,"('letters', 'appearso')",dr.renatoneri
jeffersonalaor,abc7ny,"('appearso', 'seeing')",dr.renatoneri
mrbrpat,ABC7NY,"('seeing', 'post')",dr.renatoneri
duasxicarasdeverdade,abc7ny,"('post', 'comments')",dr.renatoneri
jeffersonalaor,abc7ny,"('comments', 'save')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('save', 'mark')",dr.renatoneri
nil.silvaoficial,abc7ny,"('mark', 'someone')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('someone', 'please')",dr.renatoneri
jeffersonalaor,abc7ny,"('please', 'dont')",dr.renatoneri
claudiafeijosampaio,abc7ny,"('dont', 'give')",dr.renatoneri
mrbrpat,ABC7NY,"('give', 'countryit')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('countryit', 'turn')",dr.renatoneri
cintiasposito,abc7ny,"('turn', 'world')",dr.renatoneri
mrbrpat,ABC7NY,"('world', 'look')",dr.renatoneri
sergio_brucutu,abc7ny,"('look', 'brazil')",dr.renatoneri
mrbrpat,ABC7NY,"('brazil', 'country')",dr.renatoneri
victorferraz.10,abc7ny,"('country', 'football')",dr.renatoneri
duasxicarasdeverdade,abc7ny,"('football', 'warriors')",dr.renatoneri
taissabiasfortes,abc7ny,"('warriors', 'system')",dr.renatoneri
nil.silvaoficial,abc7ny,"('system', 'dont')",dr.renatoneri
diegof.direito,abc7ny,"('dont', 'believe')",dr.renatoneri
blog_do_almeida,abc7ny,"('believe', 'anymore')",dr.renatoneri
victorferraz.10,abc7ny,"('anymore', 'keep')",dr.renatoneri
bethcharello,abc7ny,"('keep', 'ok')",dr.renatoneri
ivanalexmp,abc7ny,"('brazilian', 'protesters')",zee.the.man
thorbahia22,abc7ny,"('protesters', 'protesting')",zee.the.man
jeffersonalaor,abc7ny,"('protesting', 'bolsonaro')",zee.the.man
mrbrpat,ABC7NY,"('bolsonaro', 'losing')",zee.the.man
sophiasilva9469,abc7ny,"('losing', 'brazilian')",zee.the.man
jeffersonalaor,abc7ny,"('brazilian', 'election')",zee.the.man
sosinternationalbr,abc7ny,"('look', 'theoretically')",dr.renatoneri
claudia.gpl,ABC7NY,"('theoretically', 'lulas')",dr.renatoneri
tativieirasaraiva_montanha,abc7ny,"('lulas', 'minister')",dr.renatoneri
claudiagomes3532507,abc7ny,"('minister', 'justice')",dr.renatoneri
jeffersonalaor,abc7ny,"('justice', 'maranho')",dr.renatoneri
sidnei_s1,abc7ny,"('maranho', 'friends')",dr.renatoneri
ofelipesiena,abc7ny,"('friends', 'fake')",dr.renatoneri
daianymoncao,abc7ny,"('fake', 'little')",dr.renatoneri
claudiafeijosampaio,abc7ny,"('little', 'chubby')",dr.renatoneri
jessikaveiga,abc7ny,"('chubby', 'know')",dr.renatoneri
mvintegrativa,abc7ny,"('know', 'better')",dr.renatoneri
soudadireita3,abc7ny,"('better', 'mebrand')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('mebrand', 'someone')",dr.renatoneri
victorferraz.10,abc7ny,"('someone', 'maranho')",dr.renatoneri
grazianoandrade,abc7ny,"('maranho', 'today')",dr.renatoneri
sou_da_direita,abc7ny,"('today', 'worst')",dr.renatoneri
jeffersonalaor,abc7ny,"('worst', 'percapita')",dr.renatoneri
jeffersonalaor,abc7ny,"('percapita', 'income')",dr.renatoneri
nordesteconservadorbr,abc7ny,"('income', 'brazil')",dr.renatoneri
victorferraz.10,abc7ny,"('brazil', 'alagoas')",dr.renatoneri
liberdadeacimade_tudo,abc7ny,"('alagoas', 'believe')",dr.renatoneri
victorferraz.10,abc7ny,"('believe', 'nightmare')",dr.renatoneri
liberdadeacimade_tudo,abc7ny,"('nightmare', 'soon')",dr.renatoneri
_elaine.regina,abc7ny,"('soon', 'end')",dr.renatoneri
andreluiz_shekinah,abc7ny,"('end', 'made')",dr.renatoneri
andreluiz_shekinah,ABC7NY,"('made', 'ashamed')",dr.renatoneri
anap.bjj,abc7ny,"('renatoneri', 'training')",francys_tianne
mayarabertolino,abc7ny,"('training', 'people')",francys_tianne
desordem.informacional,abc7ny,"('people', 'warns')",francys_tianne
emanueldiniz.pb,abc7ny,"('warns', 'left')",francys_tianne
avivihana,abc7ny*,"('left', 'media')",francys_tianne
carlosruivo1,abc7ny*,"('media', 'transition')",francys_tianne
carlosruivo1,abc7ny*,"('transition', 'going')",francys_tianne
carlosruivo1,abc7ny*,"('going', 'thousand')",francys_tianne
andersonlcquintela,abc7ny*,"('thousand', 'wonders')",francys_tianne
avivihana,abcnews,"('wonders', 'hey')",francys_tianne
aguiasemrumosemrumo,abcnews,"('hey', 'reads')",francys_tianne
aguiasemrumosemrumo,abcnews,"('reads', 'hey')",francys_tianne
aguiasemrumosemrumo,abcnews,"('hey', 'armored')",francys_tianne
aguiasemrumosemrumo,abcnews,"('armored', 'coming')",francys_tianne
susannedias,abcnews,"('coming', 'animal')",francys_tianne
alexandre_allright,abcnews,"('animal', 'catch')",francys_tianne
acordabrasil__,abcnews,"('catch', 'warned')",francys_tianne
guilhermeal95,abcnews,"('renatoneri', 'lost')",sorriavoceestasendoenganado
acordabrasil__,abcnews,"('lost', 'man')",sorriavoceestasendoenganado
guilhermeal95,abcnews,"('perdeu', 'mane')",dr.renatoneri
acordabrasil__,abcnews,"('training', 'people')",dr.renatoneri
bluclassi,abcnews,"('people', 'warns')",dr.renatoneri
verdades_e_fatos_sem_mimimi,abcnews,"('warns', 'left')",dr.renatoneri
rosana_n_b,abcnews,"('left', 'media')",dr.renatoneri
hurymany,abcnews,"('media', 'transition')",dr.renatoneri
rheinerj,abcnews,"('transition', 'going')",dr.renatoneri
gemeas_pipinella,abcnews,"('going', 'thousand')",dr.renatoneri
luiscostakrieger,abcnews,"('thousand', 'wonders')",dr.renatoneri
robinson_patriota,abcnews,"('wonders', 'hey')",dr.renatoneri
celinanantes,abcnews,"('hey', 'reads')",dr.renatoneri
raphaelpw35,abcnews,"('reads', 'hey')",dr.renatoneri
celinanantes,abcnews,"('hey', 'armored')",dr.renatoneri
claudiagomes3532507,abcnews,"('armored', 'coming')",dr.renatoneri
hurymany,abcnews,"('coming', 'animal')",dr.renatoneri
celinanantes,abcnews,"('animal', 'catch')",dr.renatoneri
susannedias,abcnews,"('catch', 'warned')",dr.renatoneri
susannedias,abcnews,"('already', 'day')",dr.renatoneri
alexeiwelte,abcnews,"('day', 'time')",dr.renatoneri
victorferraz.10,abcnews,"('time', 'place')",dr.renatoneri
jeobrasil,abcnews,"('place', 'finish')",dr.renatoneri
prjeomendes,abcnews,"('finish', 'say')",dr.renatoneri
sosinternationalbr,abcnews,"('say', 'one')",dr.renatoneri
lescott1964,abcnews,"('one', 'thing')",dr.renatoneri
claudiagomes3532507,abcnewsu,"('thing', 'lets')",dr.renatoneri
primeiro_pelotao,abin_oficial,"('lets', 'keep')",dr.renatoneri
rumoa2026,abstv,"('keep', 'firm')",dr.renatoneri
luiscostakrieger,ac.folhadesaopaulo,"('firm', 'president')",dr.renatoneri
cacninja,acoâ€.,"('president', 'ffaa')",dr.renatoneri
tenente.miguel,acoâ€.,"('ffaa', 'following')",dr.renatoneri
acordabrasil__,acordabrasil__,"('following', 'everything')",dr.renatoneri
acordabrasil__,acordabrasil__,"('everything', 'seeing')",dr.renatoneri
acordabrasil__,acordabrasil__,"('seeing', 'absurdities')",dr.renatoneri
frases_gilsantos,administradormoderno,"('absurdities', 'judiciary')",dr.renatoneri
frases_gilsantos,administradormoderno,"('judiciary', 'omission')",dr.renatoneri
gatilgugatto,ADnl,"('omission', 'many')",dr.renatoneri
prudentiajuris,adonnakaren,"('many', 'legislature')",dr.renatoneri
adrabrasil,adra.org.br,"('legislature', 'constitution')",dr.renatoneri
tatigri,adrianaabrahim,"('constitution', 'ahead')",dr.renatoneri
fabiodearaujo.7,adrillesjorge,"('ahead', 'follow')",dr.renatoneri
fabiodearaujo.7,adrillesjorge,"('follow', 'firm')",dr.renatoneri
fabiodearaujo.7,adrillesjorge,"('guessed', 'approved')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('approved', 'lulas')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('lulas', 'pec')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('pec', 'st')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('st', 'shift')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('shift', 'house')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('house', 'look')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('look', 'voted')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('voted', 'toosalary')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('toosalary', 'increase')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('increase', 'ah')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('ah', 'today')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('today', 'want')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('want', 'increase')",contareservadr.renato
fabiodearaujo.7,adrillesjorge,"('increase', 'salary')",contareservadr.renato
daianinha150,adv_fabianna,"('salary', 'lets')",contareservadr.renato
daianinha150,adv_fabianna,"('lets', 'goand')",contareservadr.renato
sosinternationalbr,AeronÃ¡utica,"('goand', 'guess')",contareservadr.renato
ilgner.soares,aeronautica.militare,"('guess', 'pay')",contareservadr.renato
bolsonaro_foracomunismo,aeronautica.militare,"('pay', 'doule')",contareservadr.renato
denise_m_oficial,aeronautica.militare,"('doule', 'found')",contareservadr.renato
denise_m_oficial,aeronautica.militare,"('found', 'clown')",contareservadr.renato
analucia.bbrandao,aeronautica.militare,"('clown', 'emoji')",contareservadr.renato
