User_1,Mentions,Conative,User_2
eu.alicebenchimol,carla.zambelli,"('reportedly', 'told')",dofinanceyourself
eu.alicebenchimol,carla.zambelli,"('told', 'members')",dofinanceyourself
kaikeazevedo,carlosbolsonaro,"('members', 'brazils')",dofinanceyourself
eu.alicebenchimol,carlosbolsonaro,"('brazils', 'supreme')",dofinanceyourself
eu.alicebenchimol,carlosbolsonaro,"('supreme', 'court')",dofinanceyourself
kaikeazevedo,carlosjordy,"('court', 'tuesday')",dofinanceyourself
advocacia_pirutti,cbsnews,"('tuesday', 'election')",dofinanceyourself
jefani_dr.pet,CBSNews,"('election', 'battle')",dofinanceyourself
advocacia_pirutti,cbsnews,"('battle', 'silva')",dofinanceyourself
gerson_m76,cbsnews,"('silva', 'come')",dofinanceyourself
jefani_dr.pet,cbstv,"('come', 'end')",dofinanceyourself
advocacia_pirutti,cbstv,"('end', 'earlier')",dofinanceyourself
centraltonoticias,celsomorais,"('earlier', 'brief')",dofinanceyourself
centraltonoticias,celsomorais,"('brief', 'speech')",dofinanceyourself
marisilvamaia.adva,chico__bahia,"('speech', 'presidential')",dofinanceyourself
jefani_dr.pet,cnnusa,"('presidential', 'palace')",dofinanceyourself
adv.missesfrances,cristaoscontraofascismo,"('palace', 'said')",dofinanceyourself
luanahelo_,direita_colombo,"('said', 'always')",dofinanceyourself
milaborbamkt,direitaunidabs,"('always', 'played')",dofinanceyourself
adalves,ederwellendorf,"('played', 'within')",dofinanceyourself
adalves,ederwellendorf,"('within', 'four')",dofinanceyourself
adalves,ederwellendorf,"('four', 'lines')",dofinanceyourself
adalves,ederwellendorf,"('lines', 'constitution')",dofinanceyourself
armasdefesaesporte,eduardogiraooficial,"('constitution', 'although')",dofinanceyourself
centraltonoticias,eduardogomestocantins,"('although', 'stopped')",dofinanceyourself
centraltonoticias,eduardogomestocantins,"('stopped', 'short')",dofinanceyourself
ofiodesencapado,eutocomlula,"('short', 'conceding')",dofinanceyourself
dilpublicidades,excecitodobrasil,"('conceding', 'private')",dofinanceyourself
joao_patriota_santtos_22,exercito_oficial,"('private', 'meeting')",dofinanceyourself
justiceira.da.patria.oficial,exercito_oficial,"('meeting', 'bolsonaro')",dofinanceyourself
justiceira.da.patria.oficial,exercito_oficial,"('bolsonaro', 'supreme')",dofinanceyourself
justiceira.da.patria.oficial,exercito_oficial,"('supreme', 'court')",dofinanceyourself
mimosdeluxo_danessa,exercito_oficial,"('court', 'justice')",dofinanceyourself
dra.michelemiranda_nutri,exercito_oficial,"('justice', 'luiz')",dofinanceyourself
regina_keshi,exercito_oficial,"('luiz', 'edson')",dofinanceyourself
armasdefesaesporte,exercito_oficial,"('edson', 'fachin')",dofinanceyourself
armasdefesaesporte,exercito_oficial,"('fachin', 'said')",dofinanceyourself
armasdefesaesporte,exercito_oficial,"('said', 'conservative')",dofinanceyourself
dilpublicidades,exercito_oficial,"('conservative', 'leader')",dofinanceyourself
armasdefesaesporte,exercito_oficial,"('leader', 'said')",dofinanceyourself
alexpointdococomtb,exercito_oficial,"('said', 'lets')",dofinanceyourself
sarapierce_,exercito_oficial,"('lets', 'look')",dofinanceyourself
adalves,exercito_oficial,"('look', 'ahead')",dofinanceyourself
adalves,exercito_oficial,"('ahead', 'justice')",dofinanceyourself
alexpointdococomtb,exercito_oficial,"('justice', 'made')",dofinanceyourself
adalves,exercito_oficial,"('made', 'comment')",dofinanceyourself
marciagomespaineira,exercito_oficial,"('comment', 'video')",dofinanceyourself
adalves,exercito_oficial,"('video', 'broadcast')",dofinanceyourself
paralisacaopiracicaba,exercito_oficial,"('broadcast', 'local')",dofinanceyourself
marciopinas,exercito_oficial,"('local', 'media')",dofinanceyourself
danigarciatee,exercito_oficial,"('media', 'two')",dofinanceyourself
hudson_coelho,exercito_oficial,"('two', 'justices')",dofinanceyourself
armasdefesaesporte,fab_oficial,"('justices', 'questioned')",dofinanceyourself
adalves,fab_oficial,"('questioned', 'journalists')",dofinanceyourself
adalves,fab_oficial,"('journalists', 'declined')",dofinanceyourself
adalves,fab_oficial,"('declined', 'comment')",dofinanceyourself
adalves,fab_oficial,"('comment', 'tenor')",dofinanceyourself
alexpointdococomtb,ferracinivaldecir,"('tenor', 'hourlong')",dofinanceyourself
kaikeazevedo,flaviobolsonaro,"('hourlong', 'meeting')",dofinanceyourself
eu.alicebenchimol,flaviobolsonaro,"('meeting', 'brazils')",dofinanceyourself
eu.alicebenchimol,flaviobolsonaro,"('brazils', 'economy')",dofinanceyourself
marciopinas,forcaaerea_repost,"('economy', 'minister')",dofinanceyourself
trovao_azul_opressor,fordmaverickrj,"('minister', 'paulo')",dofinanceyourself
trovao_azul_opressor,fordmaverickrj,"('paulo', 'guedes')",dofinanceyourself
trovao_azul_opressor,fordmaverickrj,"('guedes', 'also')",dofinanceyourself
rosana_n_b,fox17online,"('also', 'present')",dofinanceyourself
rosana_n_b,fox17online,"('present', 'didnt')",dofinanceyourself
rosana_n_b,fox17online,"('didnt', 'comment')",dofinanceyourself
rosana_n_b,fox17online,"('comment', 'subsequent')",dofinanceyourself
rosana_n_b,foxnews,"('subsequent', 'statement')",dofinanceyourself
rosana_n_b,foxnews,"('statement', 'top')",dofinanceyourself
rosana_n_b,foxnews,"('top', 'court')",dofinanceyourself
advocacia_pirutti,foxnews,"('court', 'said')",dofinanceyourself
rosana_n_b,foxnews,"('said', 'justices')",dofinanceyourself
gerson_m76,foxnews,"('justices', 'told')",dofinanceyourself
rosana_n_b,foxnewsradio,"('told', 'bolsonaro')",dofinanceyourself
rosana_n_b,foxnewsradio,"('bolsonaro', 'cordial')",dofinanceyourself
rosana_n_b,foxnewsradio,"('cordial', 'respectful')",dofinanceyourself
rosana_n_b,foxnewsradio,"('respectful', 'meeting')",dofinanceyourself
jefani_dr.pet,foxtv,"('meeting', 'important')",dofinanceyourself
advocacia_pirutti,foxtv,"('important', 'recognize')",dofinanceyourself
alexpointdococomtb,francieledianaferric,"('recognize', 'elections')",dofinanceyourself
ayltonvpascoal,franciellegentil,"('elections', 'results')",dofinanceyourself
justiceira.da.patria.oficial,gen_villasboa,"('results', 'well')",dofinanceyourself
justiceira.da.patria.oficial,gen_villasboa,"('well', 'brazilian')",dofinanceyourself
armasdefesaesporte,generalpazuello.oficial,"('brazilian', 'peoples')",dofinanceyourself
armasdefesaesporte,generalpazuello.oficial,"('peoples', 'right')",dofinanceyourself
justiceira.da.patria.oficial,genheleno,"('right', 'freedom')",dofinanceyourself
justiceira.da.patria.oficial,genheleno,"('freedom', 'movement')",dofinanceyourself
armasdefesaesporte,genheleno,"('movement', 'country')",dofinanceyourself
armasdefesaesporte,genheleno,"('country', 'seen')",dofinanceyourself
thathamaria,giovannisantangelo33,"('seen', 'widespread')",dofinanceyourself
alexpointdococomtb,ita_jrmassi,"('widespread', 'gridlock')",dofinanceyourself
alexpointdococomtb,ita_jrmassi,"('gridlock', 'probolsonaro')",dofinanceyourself
justiceira.da.patria.oficial,jairmessiasbolsonaro,"('probolsonaro', 'protesters')",dofinanceyourself
justiceira.da.patria.oficial,jairmessiasbolsonaro,"('protesters', 'block')",dofinanceyourself
alinefernandaseli,jairmessiasbolsonaro,"('block', 'highways')",dofinanceyourself
michelecortelano,jairmessiasbolsonaro,"('highways', 'earlier')",dofinanceyourself
armasdefesaesporte,jairmessiasbolsonaro,"('earlier', 'first')",dofinanceyourself
advocacia_pirutti,jairmessiasbolsonaro,"('first', 'public')",dofinanceyourself
centraltonoticias,jairmessiasbolsonaro,"('public', 'comments')",dofinanceyourself
centraltonoticias,jairmessiasbolsonaro,"('comments', 'since')",dofinanceyourself
natty_lindinhahotmail.c,jairmessiasbolsonaro,"('since', 'results')",dofinanceyourself
marciagomespaineira,jairmessiasbolsonaro,"('results', 'came')",dofinanceyourself
kaikeazevedo,jairmessiasbolsonaro,"('came', 'bolsonaro')",dofinanceyourself
eu.alicebenchimol,jairmessiasbolsonaro,"('bolsonaro', 'didnt')",dofinanceyourself
eu.alicebenchimol,jairmessiasbolsonaro,"('didnt', 'concede')",dofinanceyourself
marciopinas,jairmessiasbolsonaro,"('concede', 'immediately')",dofinanceyourself
karolresende.oficial,jairmessiasbolsonaro,"('immediately', 'afterward')",dofinanceyourself
trovao_azul_opressor,"jairmessiasbolsonaro,","('afterward', 'chief')",dofinanceyourself
trovao_azul_opressor,"jairmessiasbolsonaro,","('chief', 'staff')",dofinanceyourself
trovao_azul_opressor,"jairmessiasbolsonaro,","('staff', 'told')",dofinanceyourself
alexpointdococomtb,jearaujo_garcia,"('told', 'reporters')",dofinanceyourself
jovensdedireita_df_,joaobolais,"('reporters', 'conservative')",dofinanceyourself
jovensdedireita_df_,jovensdedireita.movimento,"('conservative', 'leader')",dofinanceyourself
jovensdedireita_df_,jovensdedireitarj,"('leader', 'authorized')",dofinanceyourself
jovensdedireita_df_,jovensdedireitasp,"('authorized', 'begin')",dofinanceyourself
jovensdedireita_df_,jovensdireitars,"('begin', 'process')",dofinanceyourself
ayltonvpascoal,jucianecunhaoficial,"('process', 'handing')",dofinanceyourself
adalves,juevangelista1982,"('handing', 'power')",dofinanceyourself
adalves,juevangelista1982,"('power', 'much')",dofinanceyourself
adalves,juevangelista1982,"('much', 'like')",dofinanceyourself
adalves,juevangelista1982,"('like', 'former')",dofinanceyourself
alexpointdococomtb,kaiogabrielrosadasilva,"('former', 'us')",dofinanceyourself
adv.missesfrances,keturiny,"('us', 'president')",dofinanceyourself
trovao_azul_opressor,kombichunli,"('president', 'donald')",dofinanceyourself
trovao_azul_opressor,kombichunli,"('donald', 'trump')",dofinanceyourself
trovao_azul_opressor,kombichunli,"('trump', 'bolsonaro')",dofinanceyourself
trovao_azul_opressor,kombichunli.,"('bolsonaro', 'openly')",dofinanceyourself
trovao_azul_opressor,kombichunli.,"('openly', 'admires')",dofinanceyourself
trovao_azul_opressor,kombichunli.,"('admires', 'claimed')",dofinanceyourself
armasdefesaesporte,lasiermartins,"('claimed', 'electronic')",dofinanceyourself
adv.missesfrances,leonelradde,"('electronic', 'voting')",dofinanceyourself
melodymeetgospel,lordbolsonaro,"('voting', 'machines')",dofinanceyourself
melodymeetgospel,lordbolsonaro,"('machines', 'prone')",dofinanceyourself
kaikeazevedo,lucianohangbr,"('prone', 'fraud')",dofinanceyourself
kaikeazevedo,lucianohangs,"('fraud', 'hasnt')",dofinanceyourself
armasdefesaesporte,marinhaoficial,"('hasnt', 'provided')",dofinanceyourself
adalves,marinhaoficial,"('provided', 'proof')",dofinanceyourself
adalves,marinhaoficial,"('proof', 'even')",dofinanceyourself
adalves,marinhaoficial,"('even', 'ordered')",dofinanceyourself
adalves,marinhaoficial,"('ordered', 'electoral')",dofinanceyourself
marciopinas,marinhaoficial,"('electoral', 'court')",dofinanceyourself
trovao_azul_opressor,mega.man.o.fusca,"('court', 'many')",dofinanceyourself
trovao_azul_opressor,mega.man.o.fusca,"('many', 'supporters')",dofinanceyourself
trovao_azul_opressor,mega.man.o.fusca,"('supporters', 'also')",dofinanceyourself
andreaconcec,mente,"('also', 'said')",dofinanceyourself
armasdefesaesporte,mindefesa,"('said', 'believed')",dofinanceyourself
armasdefesaesporte,mindefesa,"('believed', 'election')",dofinanceyourself
armasdefesaesporte,mindefesa,"('election', 'fraudulent')",dofinanceyourself
armasdefesaesporte,mindefesa,"('fraudulent', 'called')",dofinanceyourself
deniseizeffler,movaverdeamarelo,"('called', 'military')",dofinanceyourself
cleidson.rodrigo,nbcnews,"('military', 'intervention')",dofinanceyourself
advocacia_pirutti,nbcnews,"('intervention', 'congress')",dofinanceyourself
jefani_dr.pet,NBCNews,"('congress', 'supreme')",dofinanceyourself
advocacia_pirutti,nbcnews,"('supreme', 'court')",dofinanceyourself
eu.alicebenchimol,nikolasferreirabr,"('court', 'disbanded')",dofinanceyourself
eu.alicebenchimol,nikolasferreirabr,"('disbanded', 'earlier')",dofinanceyourself
trovao_azul_opressor,north.volks.que.se.fusca,"('earlier', 'tuesday')",dofinanceyourself
trovao_azul_opressor,north.volks.que.se.fusca,"('tuesday', 'brazils')",dofinanceyourself
trovao_azul_opressor,north.volks.que.se.fusca,"('brazils', 'supreme')",dofinanceyourself
jefani_dr.pet,nytimes,"('supreme', 'court')",dofinanceyourself
alexpointdococomtb,paludo_roberson,"('court', 'ordered')",dofinanceyourself
alexpointdococomtb,paradadococoo,"('ordered', 'federal')",dofinanceyourself
centraltonoticias,pmto_oficial,"('federal', 'highway')",dofinanceyourself
centraltonoticias,pmto_oficial,"('highway', 'police')",dofinanceyourself
marciagomespaineira,praiagrandemilgrauoficial,"('police', 'immediately')",dofinanceyourself
marisilvamaia.adva,profissaoreporter,"('immediately', 'clear')",dofinanceyourself
resistencia_bolsonarista,radialistakennedylinhares,"('clear', 'roads')",dofinanceyourself
kaikeazevedo,rodrigopiresamorim,"('roads', 'credits')",dofinanceyourself
andreaconcec,s,"('credits', 'fox')",dofinanceyourself
armasdefesaesporte,senadofederal,"('fox', 'news')",dofinanceyourself
joao_patriota_santtos_22,seucamara,"('violent', 'demonstrations')",dailyuttamhindu
joao_patriota_santtos_22,seucamara,"('demonstrations', 'started')",dailyuttamhindu
adalves,silwellendorf,"('started', 'streets')",dailyuttamhindu
adalves,silwellendorf,"('streets', 'elected')",dailyuttamhindu
adalves,silwellendorf,"('elected', 'new')",dailyuttamhindu
adalves,silwellendorf,"('new', 'president')",dailyuttamhindu
calhasgbs,sou,"('president', 'brazilthe')",dailyuttamhindu
yakomuto,sudeste_da_direita,"('brazilthe', 'situation')",dailyuttamhindu
ofiodesencapado,"tsejus,","('situation', 'forty')",dailyuttamhindu
adribertoo,ud),"('forty', 'five')",dailyuttamhindu
andreaconcec,"udes,","('five', 'flights')",dailyuttamhindu
stopemmovimento,uolnoticias,"('flights', 'canceled')",dailyuttamhindu
raphaasadowski,vempraruaja,"('canceled', 'main')",dailyuttamhindu
raphaasadowski,vempraruaja,"('main', 'airportdue')",dailyuttamhindu
justiceira.da.patria.oficial,wesleyros,"('airportdue', 'blocks')",dailyuttamhindu
justiceira.da.patria.oficial,wesleyros,"('blocks', 'roads')",dailyuttamhindu
ofiodesencapado,withrepost,"('roads', 'huge')",dailyuttamhindu
,,"('huge', 'shortage')",dailyuttamhindu
,,"('shortage', 'petrol')",dailyuttamhindu
,,"('petrol', 'diesel')",dailyuttamhindu
,,"('diesel', 'many')",dailyuttamhindu
,,"('many', 'citiesthere')",dailyuttamhindu
,,"('citiesthere', 'problems')",dailyuttamhindu
,,"('problems', 'movement')",dailyuttamhindu
,,"('movement', 'essential')",dailyuttamhindu
,,"('essential', 'items')",dailyuttamhindu
,,"('items', 'including')",dailyuttamhindu
,,"('including', 'food')",dailyuttamhindu
,,"('food', 'fuel')",dailyuttamhindu
,,"('child', 'trafficking')",adribertoo
,,"('trafficking', 'women')",adribertoo
,,"('women', 'family')",adribertoo
,,"('family', 'minister')",adribertoo
,,"('minister', 'damares')",adribertoo
,,"('damares', 'alves')",adribertoo
,,"('alves', 'also')",adribertoo
,,"('also', 'evangelical')",adribertoo
,,"('evangelical', 'pastor')",adribertoo
,,"('pastor', 'speaks')",adribertoo
,,"('speaks', 'poignant')",adribertoo
,,"('poignant', 'speech')",adribertoo
,,"('speech', 'forgiveness')",adribertoo
,,"('forgiveness', 'forgetting')",adribertoo
,,"('forgetting', 'criminals')",adribertoo
,,"('criminals', 'held')",adribertoo
,,"('held', 'accountable')",adribertoo
,,"('accountable', 'done')",adribertoo
,,"('done', 'one')",adribertoo
,,"('one', 'way')",adribertoo
,,"('way', 'another')",adribertoo
,,"('southeast', 'military')",justiceira.da.patria.oficial
,,"('military', 'command')",justiceira.da.patria.oficial
,,"('command', 'conservators')",justiceira.da.patria.oficial
,,"('left', 'wing')",adribertoo
,,"('wing', 'agitators')",adribertoo
,,"('agitators', 'coordinating')",adribertoo
,,"('coordinating', 'hit')",adribertoo
,,"('hit', 'run')",adribertoo
,,"('run', 'attacks')",adribertoo
,,"('attacks', 'cars')",adribertoo
,,"('cars', 'brazil')",adribertoo
,,"('brazil', 'peaceful')",adribertoo
,,"('peaceful', 'probolsonaro')",adribertoo
,,"('probolsonaro', 'protesters')",adribertoo
,,"('protesters', 'one')",adribertoo
,,"('one', 'attacks')",adribertoo
,,"('attacks', 'captured')",adribertoo
,,"('captured', 'video')",adribertoo
,,"('video', 'intervention')",adribertoo
,,"('intervention', 'pptriaseptt')",adribertoo
,,"('r', 'n')",justiceira.da.patria.oficial
,,"('n', 'c')",justiceira.da.patria.oficial
,,"('c', 'c')",justiceira.da.patria.oficial
,,"('c', 'v')",justiceira.da.patria.oficial
,,"('v', 'l')",justiceira.da.patria.oficial
,,"('l', 'continues')",justiceira.da.patria.oficial
,,"('continues', 'firm')",justiceira.da.patria.oficial
,,"('firm', 'strong')",justiceira.da.patria.oficial
,,"('strong', 'dawn')",justiceira.da.patria.oficial
,,"('dawn', 'front')",justiceira.da.patria.oficial
,,"('front', 'southeast')",justiceira.da.patria.oficial
,,"('southeast', 'military')",justiceira.da.patria.oficial
,,"('military', 'command')",justiceira.da.patria.oficial
,,"('wake', 'upwe')",luismar.mendes
,,"('upwe', 'war')",luismar.mendes
,,"('intervention', 'peaceful')",joao_patriota_santtos_22
,,"('peaceful', 'demonstration')",joao_patriota_santtos_22
,,"('demonstration', 'much')",joao_patriota_santtos_22
,,"('much', 'military')",joao_patriota_santtos_22
,,"('military', 'police')",joao_patriota_santtos_22
,,"('police', 'around')",joao_patriota_santtos_22
,,"('around', 'comes')",joao_patriota_santtos_22
,,"('comes', 'bastard')",joao_patriota_santtos_22
,,"('bastard', 'commit')",joao_patriota_santtos_22
,,"('commit', 'barbarity')",joao_patriota_santtos_22
,,"('barbarity', 'say')",joao_patriota_santtos_22
,,"('say', 'released')",joao_patriota_santtos_22
,,"('released', 'custody')",joao_patriota_santtos_22
,,"('custody', 'hearing')",joao_patriota_santtos_22
,,"('bolsonaro', 'reinforces')",adribertoo
,,"('reinforces', 'request')",adribertoo
,,"('request', 'clearance')",adribertoo
,,"('clearance', 'highways')",adribertoo
,,"('highways', 'intervention')",adribertoo
,,"('intervention', 'pptriaseptt')",adribertoo
,,"('conservators', 'bolsonaro')",justiceira.da.patria.oficial
,,"('say', 'repeat')",alinefernandaseli
,,"('repeat', 'democracy')",alinefernandaseli
,,"('democracy', 'exist')",alinefernandaseli
,,"('exist', 'mass')",alinefernandaseli
,,"('mass', 'electoral')",alinefernandaseli
,,"('electoral', 'maneuverafter')",alinefernandaseli
,,"('maneuverafter', 'unlinns')",alinefernandaseli
,,"('unlinns', 'easy')",alinefernandaseli
,,"('easy', 'manipulation')",alinefernandaseli
,,"('manipulation', 'even')",alinefernandaseli
,,"('even', 'certain')",alinefernandaseli
,,"('certain', 'takes')",alinefernandaseli
,,"('takes', 'action')",alinefernandaseli
,,"('action', 'still')",alinefernandaseli
,,"('still', 'power')",alinefernandaseli
,,"('power', 'slaves')",alinefernandaseli
,,"('slaves', 'communismif')",alinefernandaseli
,,"('communismif', 'brazil')",alinefernandaseli
,,"('brazil', 'serious')",alinefernandaseli
,,"('serious', 'country')",alinefernandaseli
,,"('country', 'order')",alinefernandaseli
,,"('order', 'progress')",alinefernandaseli
,,"('progress', 'justice')",alinefernandaseli
,,"('justice', 'mollusk')",alinefernandaseli
,,"('mollusk', 'even')",alinefernandaseli
,,"('even', 'left')",alinefernandaseli
,,"('left', 'jail')",alinefernandaseli
,,"('jail', 'much')",alinefernandaseli
,,"('much', 'less')",alinefernandaseli
,,"('less', 'applied')",alinefernandaseli
,,"('applied', 'intervention')",alinefernandaseli
,,"('intervention', 'forces')",alinefernandaseli
,,"('truckers', 'warriors')",appviana
,,"('warriors', 'according')",appviana
,,"('according', 'young')",appviana
,,"('young', 'pan')",appviana
,,"('pan', 'folha')",appviana
,,"('folha', 'sp')",appviana
,,"('sp', 'globo')",appviana
,,"('globo', 'child')",appviana
,,"('child', 'scammer')",appviana
,,"('scammer', 'calling')",appviana
,,"('calling', 'scammersbut')",appviana
,,"('scammersbut', 'greta')",appviana
,,"('greta', 'everything')",appviana
,,"('everything', 'fine')",appviana
,,"('fine', 'scares')",appviana
,,"('scares', 'stoppage')",appviana
,,"('stoppage', 'truckers')",appviana
,,"('truckers', 'prisons')",appviana
,,"('prisons', 'prisons')",appviana
,,"('prisons', 'something')",appviana
,,"('something', 'wrong')",appviana
,,"('wrong', 'truckers')",appviana
,,"('truckers', 'warriors')",appviana
,,"('warriors', 'brazil')",appviana
,,"('brazil', 'homeland')",appviana
,,"('homeland', 'family')",appviana
,,"('family', 'freedom')",appviana
,,"('civil', 'resistance')",basson_trance_nations
,,"('today', 'guarulhos')",raquelramirooficial
,,"('rise', 'justice')",maicoalvesdefreitas
,,"('justice', 'clava')",maicoalvesdefreitas
,,"('clava', 'forte')",maicoalvesdefreitas
,,"('forte', 'see')",maicoalvesdefreitas
,,"('see', 'child')",maicoalvesdefreitas
,,"('child', 'escape')",maicoalvesdefreitas
,,"('escape', 'fight')",maicoalvesdefreitas
,,"('fight', 'dont')",maicoalvesdefreitas
,,"('dont', 'fear')",maicoalvesdefreitas
,,"('fear', 'worships')",maicoalvesdefreitas
,,"('worships', 'death')",maicoalvesdefreitas
,,"('come', 'street')",sarapierce_
,,"('caratinga', 'mf')",mixirica_luis
,,"('mf', 'front')",mixirica_luis
,,"('front', 'warfare')",mixirica_luis
,,"('warfare', 'freedom')",mixirica_luis
,,"('freedom', 'family')",mixirica_luis
,,"('family', 'homeland')",mixirica_luis
,,"('homeland', 'god')",mixirica_luis
,,"('god', 'future')",mixirica_luis
,,"('future', 'constitution')",mixirica_luis
,,"('power', 'emanates')",andreaferiani
,,"('emanates', 'people')",andreaferiani
,,"('people', 'want')",andreaferiani
,,"('want', 'federal')",andreaferiani
,,"('federal', 'intervention')",andreaferiani
,,"('intervention', 'dont')",andreaferiani
,,"('dont', 'want')",andreaferiani
,,"('want', 'adro')",andreaferiani
,,"('adro', 'chair')",andreaferiani
,,"('chair', 'civil')",andreaferiani
,,"('civil', 'resistance')",andreaferiani
,,"('congratulations', 'brazilians')",cesarfuc
,,"('brazilians', 'flag')",cesarfuc
,,"('flag', 'never')",cesarfuc
,,"('never', 'red')",cesarfuc
,,"('crime', 'returns')",anabiapax
,,"('returns', 'power')",anabiapax
,,"('power', 'mere')",anabiapax
,,"('mere', 'granting')",anabiapax
,,"('granting', 'armed')",anabiapax
,,"('armed', 'power')",anabiapax
,,"('party', 'fightit')",madalen_heringer
,,"('fightit', 'march')",madalen_heringer
,,"('march', 'resistance')",madalen_heringer
,,"('resistance', 'either')",madalen_heringer
,,"('either', 'fight')",madalen_heringer
,,"('fight', 'bitter')",madalen_heringer
,,"('bitter', 'tyranny')",madalen_heringer
,,"('tyranny', 'communism')",madalen_heringer
,,"('communism', 'nation')",madalen_heringer
,,"('scenes', 'post')",adribertoo
,,"('post', 'election')",adribertoo
,,"('election', 'politicalcauldron')",adribertoo
,,"('politicalcauldron', 'brazil')",adribertoo
,,"('brazil', 'aptriasept')",adribertoo
,,"('aptriasept', 'duties')",adribertoo
,,"('caratinga', 'mf')",mixirica_luis
,,"('mf', 'front')",mixirica_luis
,,"('front', 'warfare')",mixirica_luis
,,"('warfare', 'freedom')",mixirica_luis
,,"('freedom', 'family')",mixirica_luis
,,"('family', 'homeland')",mixirica_luis
,,"('homeland', 'god')",mixirica_luis
,,"('god', 'future')",mixirica_luis
,,"('future', 'constitution')",mixirica_luis
,,"('caratinga', 'mf')",mixirica_luis
,,"('mf', 'front')",mixirica_luis
,,"('front', 'warfare')",mixirica_luis
,,"('warfare', 'freedom')",mixirica_luis
,,"('freedom', 'family')",mixirica_luis
,,"('family', 'homeland')",mixirica_luis
,,"('homeland', 'god')",mixirica_luis
,,"('god', 'future')",mixirica_luis
,,"('future', 'constitution')",mixirica_luis
,,"('support', 'truckers')",yakomuto
,,"('truckers', 'lets')",yakomuto
,,"('lets', 'go')",yakomuto
,,"('go', 'streets')",yakomuto
,,"('streets', 'ahead')",yakomuto
,,"('ahead', 'barracks')",yakomuto
,,"('barracks', 'peaceful')",yakomuto
,,"('peaceful', 'orderly')",yakomuto
,,"('orderly', 'manifestations')",yakomuto
,,"('manifestations', 'think')",yakomuto
,,"('think', 'future')",yakomuto
,,"('future', 'children')",yakomuto
,,"('children', 'grandchildren')",yakomuto
,,"('grandchildren', 'constitution')",yakomuto
,,"('constitution', 'expression')",yakomuto
,,"('expression', 'arecapitar')",yakomuto
,,"('arecapitar', 'follow')",yakomuto
,,"('follow', 'profile')",yakomuto
,,"('profile', 'instagram')",yakomuto
,,"('instagram', 'faithful')",yakomuto
,,"('faithful', 'struggle')",yakomuto
,,"('struggle', 'homeland')",yakomuto
,,"('homeland', 'god')",yakomuto
,,"('people', 'fear')",appviana
,,"('fear', 'east')",appviana
,,"('east', 'military')",appviana
,,"('military', 'command')",appviana
,,"('command', 'duque')",appviana
,,"('duque', 'caxias')",appviana
,,"('caxias', 'square')",appviana
,,"('square', 'downtown')",appviana
,,"('downtown', 'rio')",appviana
,,"('rio', 'janeiropeople')",appviana
,,"('janeiropeople', 'asking')",appviana
,,"('asking', 'federal')",appviana
,,"('federal', 'intervention')",appviana
,,"('prof', 'intervention')",diegogaucho_pf
,,"('intervention', 'manifestation')",diegogaucho_pf
,,"('manifestation', 'manifestation')",diegogaucho_pf
,,"('manifestation', 'manifestation')",diegogaucho_pf
,,"('lets', 'go')",marcusandrede
,,"('go', 'street')",marcusandrede
,,"('street', 'people')",marcusandrede
,,"('people', 'lets')",marcusandrede
,,"('lets', 'knock')",marcusandrede
,,"('knock', 'corrupt')",marcusandrede
